b 8.0 8.0 8.0 8.0 255 216 0
b 24.0 8.0 8.0 8.0 255 216 0
b 40.0 8.0 8.0 8.0 255 216 0
b 56.0 8.0 8.0 8.0 255 216 0
b 72.0 8.0 8.0 8.0 255 216 0
b 88.0 8.0 8.0 8.0 255 216 0
b 104.0 8.0 8.0 8.0 255 216 0
b 120.0 8.0 8.0 8.0 255 216 0
b 136.0 8.0 8.0 8.0 255 216 0
b 152.0 8.0 8.0 8.0 255 216 0
b 168.0 8.0 8.0 8.0 255 216 0
b 184.0 8.0 8.0 8.0 255 216 0
b 200.0 8.0 8.0 8.0 255 216 0
b 216.0 8.0 8.0 8.0 255 216 0
b 232.0 8.0 8.0 8.0 255 216 0
b 248.0 8.0 8.0 8.0 255 216 0
b 264.0 8.0 8.0 8.0 255 216 0
b 280.0 8.0 8.0 8.0 255 216 0
b 296.0 8.0 8.0 8.0 255 216 0
b 312.0 8.0 8.0 8.0 255 216 0
b 328.0 8.0 8.0 8.0 255 216 0
b 344.0 8.0 8.0 8.0 255 216 0
b 360.0 8.0 8.0 8.0 255 216 0
b 376.0 8.0 8.0 8.0 255 216 0
b 392.0 8.0 8.0 8.0 255 216 0
b 408.0 8.0 8.0 8.0 255 216 0
b 424.0 8.0 8.0 8.0 255 216 0
b 440.0 8.0 8.0 8.0 255 216 0
b 456.0 8.0 8.0 8.0 255 216 0
b 472.0 8.0 8.0 8.0 255 216 0
b 488.0 8.0 8.0 8.0 255 216 0
b 504.0 8.0 8.0 8.0 255 216 0
b 520.0 8.0 8.0 8.0 255 216 0
b 536.0 8.0 8.0 8.0 255 216 0
b 552.0 8.0 8.0 8.0 255 216 0
b 568.0 8.0 8.0 8.0 255 216 0
b 584.0 8.0 8.0 8.0 255 216 0
b 600.0 8.0 8.0 8.0 255 216 0
b 616.0 8.0 8.0 8.0 255 216 0
b 632.0 8.0 8.0 8.0 255 216 0
b 648.0 8.0 8.0 8.0 255 216 0
b 664.0 8.0 8.0 8.0 255 216 0
b 680.0 8.0 8.0 8.0 255 216 0
b 696.0 8.0 8.0 8.0 255 216 0
b 712.0 8.0 8.0 8.0 255 216 0
b 728.0 8.0 8.0 8.0 255 216 0
b 744.0 8.0 8.0 8.0 255 216 0
b 760.0 8.0 8.0 8.0 255 216 0
b 776.0 8.0 8.0 8.0 255 216 0
b 792.0 8.0 8.0 8.0 255 216 0
b 8.0 24.0 8.0 8.0 255 216 0
b 312.0 24.0 8.0 8.0 235 125 36
b 328.0 24.0 8.0 8.0 252 126 16
b 344.0 24.0 8.0 8.0 251 126 20
b 360.0 24.0 8.0 8.0 251 126 20
b 376.0 24.0 8.0 8.0 251 126 20
b 392.0 24.0 8.0 8.0 255 120 29
b 792.0 24.0 8.0 8.0 255 216 0
b 8.0 40.0 8.0 8.0 255 0 0
b 24.0 40.0 8.0 8.0 255 0 0
b 40.0 40.0 8.0 8.0 255 0 0
b 56.0 40.0 8.0 8.0 255 0 0
b 72.0 40.0 8.0 8.0 255 0 0
b 88.0 40.0 8.0 8.0 255 0 0
b 104.0 40.0 8.0 8.0 255 0 0
b 120.0 40.0 8.0 8.0 255 0 0
b 136.0 40.0 8.0 8.0 255 0 0
b 152.0 40.0 8.0 8.0 255 0 0
b 168.0 40.0 8.0 8.0 255 0 0
b 184.0 40.0 8.0 8.0 255 0 0
b 200.0 40.0 8.0 8.0 255 0 0
b 216.0 40.0 8.0 8.0 255 0 0
b 312.0 40.0 8.0 8.0 235 125 36
b 328.0 40.0 8.0 8.0 252 126 16
b 344.0 40.0 8.0 8.0 251 126 20
b 360.0 40.0 8.0 8.0 251 126 20
b 376.0 40.0 8.0 8.0 251 126 20
b 392.0 40.0 8.0 8.0 239 131 22
b 584.0 40.0 8.0 8.0 255 0 0
b 600.0 40.0 8.0 8.0 255 0 0
b 616.0 40.0 8.0 8.0 255 0 0
b 632.0 40.0 8.0 8.0 255 0 0
b 648.0 40.0 8.0 8.0 255 0 0
b 664.0 40.0 8.0 8.0 255 0 0
b 680.0 40.0 8.0 8.0 255 0 0
b 696.0 40.0 8.0 8.0 255 0 0
b 712.0 40.0 8.0 8.0 255 0 0
b 728.0 40.0 8.0 8.0 255 0 0
b 744.0 40.0 8.0 8.0 255 0 0
b 760.0 40.0 8.0 8.0 255 0 0
b 776.0 40.0 8.0 8.0 255 0 0
b 792.0 40.0 8.0 8.0 255 0 0
b 8.0 56.0 8.0 8.0 255 216 0
b 312.0 56.0 8.0 8.0 235 125 36
b 328.0 56.0 8.0 8.0 252 126 16
