b 144.0 120.0 63.0 19.0 0 255 255
b 272.0 120.0 63.0 19.0 0 255 255
b 528.0 120.0 63.0 19.0 0 255 255
b 656.0 120.0 63.0 19.0 0 255 255
b 144.0 160.0 63.0 19.0 0 255 255
b 400.0 160.0 63.0 19.0 229 255 255
b 656.0 160.0 63.0 19.0 0 255 255
b 272.0 200.0 63.0 19.0 140 255 255
b 400.0 200.0 63.0 19.0 140 255 255
b 528.0 200.0 63.0 19.0 140 255 255
b 144.0 240.0 63.0 19.0 0 255 255
b 400.0 240.0 63.0 19.0 229 255 255
b 656.0 240.0 63.0 19.0 0 255 255
b 144.0 280.0 63.0 19.0 0 255 255
b 272.0 280.0 63.0 19.0 0 255 255
b 528.0 280.0 63.0 19.0 0 255 255
b 656.0 280.0 63.0 19.0 0 255 255
