b 121.0 140.0 29.0 13.0 0 38 255
b 183.0 140.0 29.0 13.0 0 38 255
b 245.0 140.0 29.0 13.0 0 38 255
b 307.0 140.0 29.0 13.0 0 38 255
b 369.0 140.0 29.0 13.0 0 38 255
b 431.0 140.0 29.0 13.0 0 38 255
b 493.0 140.0 29.0 13.0 0 38 255
b 555.0 140.0 29.0 13.0 0 38 255
b 617.0 140.0 29.0 13.0 0 38 255
b 679.0 140.0 29.0 13.0 0 38 255
b 121.0 170.0 29.0 13.0 0 233 255
b 183.0 170.0 29.0 13.0 0 233 255
b 245.0 170.0 29.0 13.0 0 233 255
b 307.0 170.0 29.0 13.0 0 233 255
b 369.0 170.0 29.0 13.0 0 233 255
b 431.0 170.0 29.0 13.0 0 233 255
b 493.0 170.0 29.0 13.0 0 233 255
b 555.0 170.0 29.0 13.0 0 233 255
b 617.0 170.0 29.0 13.0 0 233 255
b 679.0 170.0 29.0 13.0 0 233 255
b 121.0 200.0 29.0 13.0 0 127 14
b 183.0 200.0 29.0 13.0 0 127 14
b 245.0 200.0 29.0 13.0 0 127 14
b 307.0 200.0 29.0 13.0 0 127 14
b 369.0 200.0 29.0 13.0 0 127 14
b 431.0 200.0 29.0 13.0 0 127 14
b 493.0 200.0 29.0 13.0 0 127 14
b 555.0 200.0 29.0 13.0 0 127 14
b 617.0 200.0 29.0 13.0 0 127 14
b 679.0 200.0 29.0 13.0 0 127 14
b 121.0 230.0 29.0 13.0 0 233 255
b 183.0 230.0 29.0 13.0 0 233 255
b 245.0 230.0 29.0 13.0 0 233 255
b 307.0 230.0 29.0 13.0 0 233 255
b 369.0 230.0 29.0 13.0 0 233 255
b 431.0 230.0 29.0 13.0 0 233 255
b 493.0 230.0 29.0 13.0 0 233 255
b 555.0 230.0 29.0 13.0 0 233 255
b 617.0 230.0 29.0 13.0 0 233 255
b 679.0 230.0 29.0 13.0 0 233 255
b 121.0 260.0 29.0 13.0 255 0 0
b 183.0 260.0 29.0 13.0 255 0 0
b 245.0 260.0 29.0 13.0 255 0 0
b 307.0 260.0 29.0 13.0 255 0 0
b 369.0 260.0 29.0 13.0 255 0 0
b 431.0 260.0 29.0 13.0 255 0 0
b 493.0 260.0 29.0 13.0 255 0 0
b 555.0 260.0 29.0 13.0 255 0 0
b 617.0 260.0 29.0 13.0 255 0 0
b 679.0 260.0 29.0 13.0 255 0 0
